Total_population,Median_age,BachelorsDeg_or_higher,Unemployment_rate,Per_capita_income,Total_households,Average_household_size,Owner_occupied_housing,Renter_occupied_housing,Vacant_housing,Median_home_value,Population_growth,House_hold_growth,Per_capita_income_growth,Winner
21362,42.7,16.3,7.9,19896,8012,2.56,59.8,19.3,20.9,90278,0.36,0.38,1.88,Republican
13957,42,13.2,6.3,16693,5479,2.49,56.4,18.6,25,64272,-0.02,-0.04,1.68,Republican
39306,39.1,17.4,7.2,20636,14734,2.61,63.7,25.6,10.8,109953,0.42,0.43,1.69,Republican
13899,36.5,12.1,10,16803,4388,2.66,57.6,21.9,20.5,51280,-0.74,-0.83,2.09,Republican
18825,31.6,13.6,8.2,14916,6320,2.94,58.5,29.6,11.9,69536,0.14,0.19,1.87,Republican
5495,41,15.6,8.4,18121,2160,2.5,65,20.4,14.7,50473,0.34,0.33,1.8,Republican
683437,32.9,38.6,7.4,33803,241838,2.78,58.8,33.4,7.8,176084,3.42,3.34,1.89,Republican
18207,43.6,14.3,8.8,17449,7237,2.4,55.4,18.1,26.4,49752,-0.13,-0.14,2.08,Republican
34139,40.2,14.3,8.7,19029,12149,2.52,62.6,22.2,15.2,89022,0.39,0.4,1.69,Republican
577874,34.8,39.2,9.5,31518,173489,3.29,75.7,18.8,5.6,165029,4.42,4.36,1.62,Republican
10841,44.2,18.1,7,20682,4332,2.46,55.3,15.6,29.2,102899,0.67,0.71,1.98,Republican
24657,49.1,25.2,3.9,23604,10238,2.36,64.7,19.6,15.7,166584,1.37,1.44,1.99,Republican
22463,40.9,13.4,7.6,20186,8766,2.37,59,18.8,22.1,53803,0.88,1,1.87,Republican
120326,39.4,19,8.6,21621,46214,2.54,60.6,26.5,12.9,80646,0.47,0.45,1.74,Republican
119076,36.4,21.6,8.1,21504,45762,2.53,56.6,33,10.4,100789,0.39,0.42,1.9,Republican
3434,40.7,11.9,11.4,14084,1380,2.46,50.7,18.8,30.5,29622,-1.24,-1.32,2.11,Republican
5386,46.8,16.4,5.3,17460,2283,2.31,49.7,14.5,35.8,41321,-1.23,-1.2,2.24,Republican
160798,31.1,34.1,7.6,24789,53896,2.78,59.9,33.9,6.1,177889,4.64,4.85,2.35,Republican
79663,43.7,13.6,9.3,20358,31094,2.52,61.5,16.4,22.2,93211,0.04,0.03,1.85,Republican
34263,39.2,17,6.9,19327,13215,2.56,59.4,24.8,15.8,92320,0.42,0.44,1.91,Republican
3298,31,9.9,8.3,11484,1072,3.05,55.1,13.5,31.4,34904,-0.49,-0.51,2.64,Republican
22136,39,15.9,7.7,20977,8673,2.51,61.8,17.9,20.3,57865,-0.75,-0.72,1.62,Republican
1755,43.7,21.8,4,22406,699,2.51,56.1,16.7,27.2,82179,-0.24,-0.14,2.13,Republican
108009,35.6,13.9,8.7,21425,34845,3.06,71.9,20.1,8.1,110493,3.69,3.6,1.63,Republican
35359,43.5,34.1,6.1,28349,12809,2.72,69.5,18.3,12.2,194479,3.39,3.4,2.22,Republican
382,33.6,22.6,7.9,14207,129,2.93,15,28.9,56.1,65000,-1.02,-0.95,0.63,Republican
324,37.7,25.2,4.7,14181,98,2.72,19,37.4,43.7,33750,-0.06,0,0.54,Republican
21509,39.3,18,6.3,19441,7936,2.67,63.9,23.5,12.6,100722,1.56,1.57,1.66,Republican
76782,35.3,9.3,10.5,18448,25321,2.84,66.5,19.1,14.4,73250,0.36,0.35,1.73,Republican
3050,42.2,19.2,5.7,18629,1208,2.49,57,17.5,25.4,53867,-0.01,0,1.63,Republican
13674,34.9,13.1,8.5,17118,4214,2.58,59.9,18.6,21.5,84842,0.38,0.46,1.99,Republican
10601,46.7,8.7,11.5,18070,4494,2.33,52.4,12.3,35.3,54664,-0.54,-0.49,2.18,Republican
4825,35.2,13.4,6,16882,1671,2.84,60.7,22,17.3,68487,0.48,0.56,1.99,Republican
37565,36.3,14.1,12.5,18029,13854,2.67,47.1,24.6,28.3,78572,0.08,0.12,1.68,Republican
45252,35.7,15,7.5,17688,14892,2.91,67.7,18.2,14.1,90770,0.96,1,1.77,Republican
25444,40,13.2,10.6,18916,9657,2.59,60.8,23.2,16,79253,0.08,0.08,1.78,Republican
5206,46.1,20.5,4.7,18727,2013,2.45,56.1,14.6,29.3,89620,-0.45,-0.51,1.95,Republican
9221,39.5,11.8,6.7,16018,2640,2.46,46.5,15.9,37.6,41436,-0.59,-0.8,2.29,Republican
20057,44.5,12.9,7.7,19699,8195,2.4,61.1,17.6,21.3,83114,0.36,0.38,1.93,Republican
463012,35.6,28.8,8.2,28896,160443,2.87,69.9,20.9,9.2,142592,3.24,3.23,2.14,Republican
1329,45.3,15.1,3.7,17845,565,2.35,50.6,15.9,33.5,39167,-0.87,-0.9,1.92,Republican
49930,36.8,13.8,10.3,17505,18053,2.67,61.5,26.7,11.8,84728,0.59,0.57,1.75,Republican
15185,38.7,13.4,8.9,17114,6003,2.45,55.8,28.7,15.5,47414,0.56,0.64,2.07,Republican
329298,34,19.9,8.6,20607,117757,2.75,51.6,33.7,14.7,92097,0.44,0.53,1.96,Republican
84766,38.4,12.3,10.9,20539,32237,2.6,66.3,20.8,12.9,73040,0.18,0.29,1.67,Republican
123428,33.1,15.4,7.3,17441,43051,2.68,51.2,35.8,13,65696,0.37,0.3,1.69,Republican
7400,41.7,13.2,7,17796,2843,2.56,55.4,19.7,24.9,51163,-0.64,-0.6,1.84,Republican
15731,39.5,12.9,10.1,17357,6124,2.52,50.7,21.1,28.2,68926,-0.24,-0.2,1.82,Republican
49316,40.2,14.4,8.1,18734,18145,2.55,66.6,17.9,15.4,79171,0.24,0.29,1.78,Republican
10437,50.9,12.1,15.1,18797,4511,2.29,46.3,8.2,45.5,64097,-0.14,-0.11,2.13,Republican
16060,37.8,13.3,7.9,18613,5690,2.51,57,21.2,21.7,61078,-0.24,-0.17,1.84,Republican
3274,43.7,21.1,2.7,18236,1281,2.52,59.7,16.6,23.6,55844,-0.28,-0.33,1.4,Republican
3185,38.3,23,6.2,17905,1110,2.8,61.3,22.5,16.2,64699,-0.48,-0.55,1.96,Republican
8263,38.6,19.2,7.4,19694,2962,2.73,67,23,10.1,143182,1.38,1.41,1.73,Republican
1284,39.6,17.8,2.9,19459,481,2.61,56.4,18.5,25.1,62941,-0.63,-0.33,0.55,Republican
1543,46.8,12.9,2.3,18447,657,2.29,52.9,15.4,31.7,40700,0.7,0.81,1.49,Republican
1822743,33.7,28.5,8.6,27009,662090,2.71,55.3,37,7.6,114670,1.97,1.92,2.1,Republican
107766,34.7,21.7,8.4,20564,41047,2.5,55.4,32.7,11.9,89409,0.45,0.52,1.81,Republican
14148,46.9,10.7,9.9,18208,5904,2.36,52.2,13.3,34.4,70649,-0.25,-0.23,1.98,Republican
20950,40.5,11,9.9,17770,7861,2.47,58.4,12.1,29.5,67757,-0.22,-0.21,1.57,Republican
53223,42,13.2,8.1,19110,20167,2.6,68.7,17.5,13.8,103004,0.52,0.53,1.57,Republican
65716,31.2,20.7,8.3,18581,19431,2.43,46.7,33.6,19.7,101301,0.39,0.57,2.02,Republican
38157,32.5,18.9,10.6,19894,12497,2.8,61.3,24.2,14.5,103303,0.66,0.69,1.87,Republican
10817,38.1,14,9.9,16929,4020,2.6,62.1,18.9,19,43701,1.11,1.13,1.77,Republican
41755,36.7,16.2,9.7,17693,15027,2.73,57.9,27.2,14.9,80652,-0.04,-0.03,1.67,Republican
14112,38,17.3,5.9,19600,5414,2.48,53.5,28.4,18.1,59218,-0.27,-0.28,1.97,Republican
42248,37.9,14.4,7.7,19456,14536,2.86,74.3,14.3,11.4,107292,2.28,2.37,1.8,Republican
7013,34.9,10.7,9.4,16109,2574,2.68,65.5,13.9,20.6,37035,0.9,1.01,1.73,Republican
7678,36,11.9,9,16623,2617,2.91,62.9,18.9,18.2,55406,0.52,0.59,1.94,Republican
17389,28.6,15,9.7,14845,5651,3.04,52.2,12.2,35.6,117273,1.99,2.12,2.76,Republican
10882,31.1,13.6,8.4,17016,3558,3.03,69.8,15.1,15.1,100957,0.29,0.41,2.62,Republican
9587,38.4,27,8.9,21272,3987,2.38,59.1,23.9,17,147421,1.34,1.49,3.55,Republican
6911,42.9,24.6,6.3,18855,2628,2.6,40.5,11.3,48.1,138105,1.22,1.36,2.7,Republican
1480,41,14.7,7.8,15612,530,2.76,56.5,8.9,34.6,105220,0.75,0.78,2.42,Republican
1054175,30.7,29.8,7.7,25758,346665,3,64.9,29.1,6,216253,1.65,1.66,3.21,Republican
15512,26.5,16.1,17.8,13016,4508,3.38,58,15.6,26.4,81434,1.47,1.61,3.17,Republican
26708,27,20,9.6,15226,7620,3.27,67.3,17.8,14.9,147657,1.69,1.81,2.87,Republican
20787,31.7,17.8,9.3,16877,6807,2.99,71,15.6,13.4,132931,0.99,1.07,2.77,Republican
59912,28,18.4,9.5,21821,18803,3.12,71.8,19.9,8.2,190737,3.03,3.08,2.9,Republican
31504,30.2,15.6,10,16903,10456,2.99,69.6,21,9.4,122425,2.65,2.78,3.01,Republican
547271,24.5,35.6,8.2,19840,146908,3.65,63.9,30.9,5.2,218097,4.11,4.18,3.16,Republican
23056,31,29.9,8.6,23985,7276,3.15,56,13.3,30.7,285896,2.98,3.05,3.18,Republican
2717,35.4,24,5.3,17072,985,2.75,49.4,13.8,36.8,133168,1.21,1.32,2.98,Republican
234099,31.5,23.1,9.9,22672,78820,2.93,68.8,23.3,7.9,164315,1.79,1.82,3.11,Republican
97100,38.7,53.6,6.9,31959,38005,2.39,59.9,32.4,7.7,268122,1.15,1.33,3.36,Democrat
29023,40.5,15.2,10,21073,10781,2.64,70.5,16.5,13,156632,2.15,2.29,2.81,Democrat
11293,45,21.4,9,21530,4608,2.42,58.2,18.2,23.6,149438,1.28,1.39,2.77,Democrat
300523,38,38.8,7.9,30592,122953,2.41,60.8,33.8,5.4,189317,1.12,1.11,3.08,Democrat
15523,46.6,26.1,8.3,23799,6439,2.38,51.6,12.9,35.4,162063,0.42,0.51,3.38,Democrat
22096,33.3,24,11.7,19425,7328,2.39,56.6,27.4,16.1,144053,0.53,0.76,2.92,Democrat
7284,43.2,16.1,10.5,19268,2816,2.59,56.6,17.2,26.3,150698,0.22,0.26,2.22,Democrat
17744,47.5,17,7.7,21675,7372,2.39,53.7,15.1,31.1,155511,0.5,0.57,2.75,Democrat
6030,42.3,8,10.1,20233,2712,2.19,57.2,26.7,16.1,94372,-0.44,-0.24,2.43,Democrat
44749,42.5,17.6,16,20102,19265,2.24,46.5,34.8,18.7,100018,-0.68,-0.64,3.21,Democrat
5778,42.1,18.5,17.1,19215,2265,2.41,45.2,42.2,12.6,115966,0.21,0.26,2.8,Democrat
24723,39.3,51.2,6.7,39304,9229,2.61,65.6,31.8,2.6,353983,1.37,1.39,2.63,Democrat
23344,36.1,12.9,13.1,20758,9596,2.41,49.1,40.2,10.7,128955,0.48,0.54,2.32,Democrat
36476,32.6,33.2,9,30536,12114,2.93,62.9,29.4,7.6,266374,-0.15,-0.18,2.46,Democrat
13364,32.3,24.6,6.7,27897,4217,3.17,69.9,20.8,9.3,230749,0.25,0.24,2.18,Democrat
14560,43.8,20.8,19.9,20445,6177,2.24,49.6,34.8,15.6,114087,-0.23,-0.18,3.21,Democrat
236947,30.1,23.8,13.2,20578,86114,2.45,39.1,49.1,11.8,164310,0.05,0.06,3.01,Democrat
31595,39.7,18.7,16.4,19361,13025,2.36,40.3,40.3,19.3,113326,-0.5,-0.47,2.85,Democrat
99998,35.6,17.1,13,20311,37552,2.51,49.4,37,13.5,149074,-0.24,-0.27,2.54,Democrat
201272,35.5,35.6,13.8,23633,83783,2.25,39.2,48.6,12.2,137404,0.31,0.27,3.42,Democrat
93391,39.8,22.8,11.6,22672,42030,2.16,49.3,40.6,10.1,127993,0.11,0.21,3.02,Democrat
85224,37.6,21,9.3,22835,31574,2.66,65.5,26,8.5,196212,1.5,1.58,3.21,Democrat
13402,24.5,50.7,12.4,26553,4279,2.06,37.2,48.3,14.5,297656,1.05,1.62,4,Democrat
38805,43,17.2,8.6,18211,15506,2.45,52.9,18.4,28.7,118523,-0.53,-0.54,2.62,Republican
14922,42.1,13.3,9.2,19851,5881,2.51,70.5,17.4,12.1,132127,0.82,0.9,2.6,Republican
72027,42.5,18.7,6.8,23466,28592,2.45,74.1,16.1,9.8,177692,0.52,0.73,2.9,Republican
68548,43.4,25,7.6,24934,27844,2.45,73.4,12.5,14.1,180752,0.73,0.88,3.08,Republican
7074,43.7,11.5,6.8,19073,2683,2.38,63,11.1,25.9,109028,0.03,0.12,2.76,Republican
314259,38.3,36.3,8.1,30919,115254,2.69,75.6,19.2,5.2,194198,1.35,1.45,3.16,Republican
53266,44,18.4,8.3,22288,21640,2.4,62.5,15.4,22.1,148579,0.74,0.85,3.01,Republican
77720,39.5,22.4,7.3,24211,29048,2.64,73.8,19.1,7.1,178356,2.04,2.07,2.73,Republican
38615,41.7,21.2,7.7,23452,14727,2.6,71.8,17.4,10.8,193834,0.64,0.69,2.83,Republican
16139,44.6,10.4,12.9,18385,7085,2.26,58.8,14.4,26.8,103734,-0.53,-0.42,2.92,Republican
6814,45.4,13.1,9,20638,2812,2.42,66.8,15.2,18,134429,0.2,0.37,2.91,Republican
16793,39.9,18.1,8,24917,6286,2.66,78.8,14.8,6.4,174833,2.28,2.37,2.94,Republican
11613,54.2,29.8,6.9,25776,5096,2.2,57.5,12.6,29.9,151613,-0.37,-0.31,3.91,Republican
9292,50.7,23.1,5.2,25387,3978,2.32,56.8,11.2,32,192913,-0.37,-0.36,3.04,Republican
10750,51.5,23.3,8,24618,4662,2.24,51.7,11.3,37,163538,0.12,0.2,3.22,Republican
13591,53,26.5,5.7,25682,6142,2.21,53.9,8.6,37.5,156889,0.51,0.58,3.34,Republican
34758,44.8,22.7,9.1,24157,13914,2.45,68.2,20.9,10.9,205964,2.2,2.34,3.2,Republican
62390,43.3,11.8,10.9,19703,25392,2.43,66.2,17.3,16.5,108025,-0.19,-0.07,2.48,Republican
34905,43.4,15.4,12.5,21846,14782,2.27,61.4,23.2,15.4,117902,-0.12,-0.01,2.56,Republican
23772,44.9,10.8,10.5,17440,9962,2.31,62.4,18.5,19.1,99458,-0.1,-0.02,2.56,Republican
42062,44.3,18.1,10.2,22924,17341,2.4,61,23.3,15.8,182780,1.23,1.29,2.84,Republican
32178,43.2,11,11.7,19223,13396,2.32,61.4,22.4,16.1,110724,-0.33,-0.23,2.57,Republican
37403,39.8,18.5,6.8,23570,14353,2.56,65.9,24.2,9.9,209338,1.16,1.19,2.8,Republican
54757,44,20,9.5,21415,22920,2.31,68.2,21.6,10.3,127023,0.59,0.73,3.1,Republican
28817,42.6,15.1,12.5,20284,12301,2.31,66.4,20.8,12.7,118737,0.31,0.43,2.85,Republican
6187,43.5,15.6,16.5,19420,2474,2.25,52.1,36.7,11.2,143325,0.05,0.06,3.19,Republican
17619,44.1,20.9,12.8,20956,7982,2.14,56,31.4,12.6,111889,0.23,0.33,3.2,Republican
6544,39,10.8,10.6,20037,2549,2.34,60.5,26.8,12.6,123205,-0.3,-0.24,2.65,Republican
6842,42.4,11.5,12.2,19775,2969,2.26,58.2,30.9,10.8,104989,0.07,0.1,3.12,Republican
3860,42,17.8,11,18178,1750,2.18,48.9,39.5,11.6,97778,0.39,0.52,3.48,Republican
12083,43.9,36.2,7.2,33320,4417,2.71,77.9,16.1,6.1,266640,0.13,0.21,2.62,Republican
25550,41.9,23.6,7.5,25403,10254,2.3,62.3,31.3,6.4,158005,0.38,0.44,3.05,Republican
436642,34.4,31.9,8.1,27065,161525,2.65,58.9,32.9,8.2,218152,-0.23,-0.13,2.9,Republican
21537,41,25,11.5,22025,9299,2.29,54.9,36.6,8.5,157397,1.15,1.22,2.61,Republican
30781,41.4,27.2,6.8,22115,12484,2.39,57,21.5,21.4,161412,0.01,0.18,2.82,Democrat
48829,37.8,20.2,5.8,23001,18484,2.61,64.7,21.5,13.8,195529,0.17,0.29,2.76,Democrat
29206,41.7,28.6,7.2,23796,11718,2.44,62.2,17.2,20.6,190250,-0.12,0.05,3.04,Democrat
62891,43.3,27.8,8.1,24692,26170,2.32,53.6,23.3,23.1,180405,-0.13,0.03,3.01,Democrat
59263,42,37.4,5.9,27823,24974,2.29,57.2,26.4,16.3,193604,-0.12,0.04,3,Democrat
56454,45.1,35.3,5.8,28614,24501,2.28,51.2,20.4,28.4,218007,-0.27,-0.11,3.13,Democrat
71253,47.8,23.7,10.3,23590,30640,2.28,63.5,24.2,12.3,212749,0.65,0.72,2.73,Democrat
101668,39,15.3,13.3,22269,39310,2.55,61.2,29.6,9.2,179425,0.86,0.87,2.7,Democrat
72097,40.9,14.7,13.1,20370,28181,2.47,56.5,25.5,18,163467,0.25,0.27,2.41,Democrat
81538,40.4,29.9,10.3,25868,32196,2.48,58.7,25.6,15.7,299451,0.65,0.75,2.79,Democrat
247319,37.7,28.4,9.1,26450,93321,2.57,61,30.1,8.9,245127,0.32,0.39,2.94,Democrat
58781,44.2,17.9,13.3,22263,22720,2.48,59.1,16.2,24.7,208678,1.42,1.49,2.62,Democrat
812577,35.6,23.2,12,25542,304467,2.59,58.2,34,7.9,234766,1.16,1.22,2.85,Democrat
200841,35.8,30.4,9.7,23699,78097,2.5,54.1,32,13.9,282955,1.7,1.77,3.1,Democrat
7626,44.1,15.6,15.6,18332,3041,2.44,53.7,19.8,26.5,148519,0.39,0.52,2.49,Republican
78271,30.9,15.7,11.4,17342,22787,3.38,60.2,32.2,7.6,159947,3.56,3.48,2.78,Republican
2239,46.3,17.4,6.3,20440,921,2.39,51.9,18.8,29.3,121117,-0.8,-0.82,2.16,Republican
40357,33.8,29.5,10.4,21598,16045,2.33,47.4,34.5,18.1,235697,1.75,1.88,3.15,Republican
20646,42.4,18.7,9.9,19830,8160,2.51,59.2,26.8,14,186474,0.58,0.65,2.42,Republican
13023,45.1,14.2,13.5,19062,5244,2.48,53.3,16,30.7,172511,0.86,0.92,2.74,Republican
11029,40.7,19.2,15.9,21879,4234,2.59,59.2,21.1,19.7,221725,0.65,0.7,2.72,Republican
59302,36.2,26.1,8.4,20906,21202,2.55,59.3,32.6,8.1,182720,0.55,0.58,2.62,Republican
42909,25.8,47.9,9.5,20265,16399,2.29,41.5,46.4,12.1,174858,0.54,0.67,3.12,Republican
239987,32.3,17.7,9.9,17940,79084,2.98,59.1,33.2,7.7,162502,0.69,0.65,2.63,Republican
21584,47.3,12.7,13.4,20981,8727,2.27,44,8,48,103346,0,0.13,2.61,Democrat
16439,38.5,20.1,9.9,19536,6700,2.34,49.5,21.1,29.4,86753,-0.28,-0.17,2.6,Democrat
15662,46.4,25.5,10.3,19852,6629,2.34,42.2,9.2,48.7,115675,-0.26,-0.14,2.5,Democrat
13771,42.5,17.1,5.8,21695,5643,2.41,63.5,19.8,16.7,110897,-0.14,-0.01,2.5,Democrat
100085,34.2,31.4,7.1,24378,39580,2.4,60,33,7,137192,0.75,0.93,3.08,Democrat
10244,44,12.6,11,19793,4270,2.32,35.9,9.8,54.3,100705,-0.06,0.09,2.79,Democrat
50470,37.7,21,7.9,20435,19109,2.43,63.7,24.9,11.4,107955,-0.14,0.01,2.72,Democrat
24369,40.5,21.9,8,23250,9624,2.5,66.8,21.2,12,137179,0.32,0.45,2.65,Democrat
27756,42.1,12.6,9.6,20390,10785,2.41,59.6,18,22.4,97739,0.41,0.56,2.54,Democrat
4654,28.6,16,22.2,12392,1412,3.26,46.4,17.3,36.3,81118,-0.02,0.14,2.18,Democrat
954698,35.1,26.6,12.8,24365,386058,2.41,48,43.5,8.4,132379,0.17,0.21,3.05,Democrat
70469,35.1,27.8,8.1,24349,27415,2.44,64.4,27.1,8.5,137744,0.3,0.49,3.11,Democrat
18048,42,17.4,8.9,20576,7354,2.41,60.5,21.5,18,106363,-0.37,-0.23,2.56,Democrat
162597,38.2,20.3,14,25923,63511,2.51,64.6,26.3,9,124149,0.42,0.5,2.89,Democrat
61608,40.2,21.4,8.2,24621,24698,2.46,63.7,23.5,12.9,146475,0.67,0.8,2.86,Democrat
28493,41.6,16.4,5.6,21077,11648,2.39,67.5,23.4,9.1,111032,0.4,0.55,2.36,Democrat
47343,41.8,18.1,8.3,21589,19269,2.42,62.7,20.5,16.8,109901,-0.05,0.07,2.61,Republican
248965,35.7,26.6,8,27128,98007,2.46,60.8,32.4,6.7,148037,0.54,0.66,2.92,Republican
16544,48.8,17.2,10.8,22103,7162,2.27,42.4,8.2,49.4,113063,-0.09,0.04,2.82,Republican
62409,39.6,17.8,7.1,21511,24257,2.47,69.6,22.7,7.7,128094,0.71,0.88,2.74,Republican
101946,39.4,20.4,8.6,25342,39755,2.45,67.1,25,7.9,133857,0.26,0.41,2.71,Republican
18811,44.5,17.8,8.8,22483,7766,2.37,55.4,16.3,28.4,122774,-0.3,-0.18,2.66,Republican
83179,41.1,18.7,9.2,24824,33999,2.41,69.4,22.2,8.4,123904,-0.14,0.03,2.74,Republican
42383,44.3,15.9,10.3,21633,17759,2.31,48.9,13,38.1,94223,-0.24,-0.09,2.62,Republican
87420,42.1,43.8,7.7,40133,33912,2.53,71.9,22.5,5.6,240658,0.31,0.48,2.44,Republican
84935,37.5,30.3,6.9,30235,32597,2.58,71.2,22.6,6.2,210663,1.73,1.91,2.97,Republican
42526,41.5,15.6,9.4,21173,16999,2.45,66,18.6,15.4,117289,0.16,0.29,2.49,Republican
75799,40.6,20.4,9.6,25590,31682,2.35,68.4,24,7.5,113123,-0.19,0.01,3.07,Republican
107387,38.6,18,10.5,21758,42209,2.51,66.9,23.3,9.8,153303,2.42,2.47,1.08,Republican
14545,42.9,11.7,8.6,15788,5851,2.4,57.4,16,26.6,80892,-0.1,0.02,0.85,Republican
23637,44.7,15.9,15.4,21019,9856,2.31,67.3,21.1,11.7,85188,-0.77,-0.68,0.82,Republican
7331,42.2,12.8,11,15717,2869,2.52,60.2,14.3,25.5,83084,-0.24,-0.15,0.85,Republican
47102,42.8,13.4,11.5,16473,19168,2.35,65.9,19.9,14.2,75653,-0.14,-0.02,0.98,Republican
12338,42,14.1,12.9,18183,5166,2.36,58.3,14,27.7,113048,0.99,1.16,0.69,Republican
28366,41.7,14.9,10.4,19013,11490,2.44,70.2,18.1,11.6,109409,-0.04,0.09,0.81,Republican
33276,43.8,12.7,10.1,19908,13595,2.38,66.3,19.7,14,78129,-0.71,-0.6,0.92,Republican
26040,43,10.8,15.4,17687,10905,2.36,69.7,17,13.4,90749,0.08,0.22,0.95,Republican
23581,43.4,7.8,16.6,12099,10247,2.27,59.7,15.7,24.6,34137,-1.47,-1.17,1.02,Republican
27051,40.4,7.4,15.4,14589,11200,2.4,63.7,18.8,17.5,75992,-0.25,-0.08,1.13,Republican
89989,33.3,36.9,6.6,19913,35284,2.34,52.4,34.2,13.4,123966,0.8,0.8,0.86,Republican
8398,45.4,14.6,10.6,17304,3598,2.25,34.8,8.7,56.5,87105,-0.98,-0.9,0.98,Republican
32725,41.4,13.2,8.9,15968,12398,2.43,69.6,14.7,15.8,90254,0.4,0.59,1.05,Republican
56991,40.7,22.7,6.3,25259,22676,2.5,76.2,14.8,9,122675,1.02,1.15,1.01,Republican
80589,42.3,15.5,10.1,19200,32846,2.34,66.6,20.9,12.5,96653,0.08,0.17,0.88,Republican
10320,43.8,8.7,9.3,17165,4263,2.4,58,13.4,28.6,80196,-0.05,0.05,0.82,Republican
6798,45.9,12.8,13.5,18543,2905,2.29,48.5,10.8,40.7,82756,-0.61,-0.49,0.98,Republican
23728,40.8,16.8,9.6,16748,9411,2.39,61.4,18.8,19.8,102601,0.18,0.32,0.94,Republican
16310,44.2,12.4,15.4,19652,6776,2.38,63.4,17.7,19,86338,-0.82,-0.69,0.68,Republican
86948,42.5,17.8,11.6,22081,36942,2.32,66,24,10,98461,-0.17,-0.01,0.85,Republican
21172,38.3,46.7,4.5,45316,9115,2.31,41.6,33.7,24.7,581231,1.5,1.62,1.89,Democrat
43053,33.9,16.4,6.7,25127,16133,2.65,69.4,24.3,6.3,195381,2.61,2.8,1.98,Republican
15884,41.8,18.4,5.9,22285,6521,2.32,51.9,20.8,27.3,125221,0.51,0.7,1.84,Republican
13666,39.5,15.6,5.7,21955,5509,2.46,62.7,21.1,16.2,143511,1.65,1.84,1.98,Republican
6787,43.8,18.6,4.2,20469,2757,2.43,64.8,15.9,19.3,157244,1.42,1.61,1.79,Republican
8665,47.4,23.1,8.6,23029,3745,2.29,65.6,22.4,11.9,199560,2.19,2.37,1.93,Republican
17756,38.9,18.2,5.8,20227,6645,2.66,61.7,13.9,24.4,175000,2.22,2.41,1.57,Republican
74581,37.7,21,7.7,24198,30235,2.41,62.7,26.7,10.7,162610,1.37,1.43,2.01,Republican
8494,44.5,15.3,7.1,21538,3596,2.34,58.2,17.8,23.9,132929,-0.57,-0.42,1.88,Republican
29367,43.6,23.4,6.9,24395,12693,2.25,61.9,27.1,11,194307,1.26,1.44,2.14,Republican
